Store,Date,Forecast,Lower_CI,Upper_CI
262,2013-03-21,19358.747777391633,17409.649813318563,21114.476949776676
262,2013-03-22,21274.335877692887,19492.304799225396,23118.807629853964
262,2013-03-23,16895.287722511675,14994.511363735939,18707.33887029054
262,2013-03-24,27941.85133596808,25953.368937834697,29665.18960223642
262,2013-03-25,20775.346352004293,18864.512675295737,22664.0876230679
262,2013-03-26,19374.96999712609,17385.65968546903,21336.69322771845
262,2013-03-27,22380.444676008767,20394.32133846115,24291.730613748132
262,2013-03-28,28490.603634827177,26624.834546975126,30389.232506404704
262,2013-03-29,36054.29396194163,34189.34237279524,38014.48017952452
262,2013-03-30,22152.758226198053,20239.865366621798,24043.929490226743
262,2013-03-31,25701.686284382795,23854.811579657395,27636.0138452286
262,2013-04-01,32183.8126678358,30181.583659852295,34092.53873871581
262,2013-04-02,19327.56385024619,17436.438880489808,21298.06770943013
262,2013-04-03,16527.237883056696,14658.990034370894,18461.714309644278
262,2013-04-04,16786.857535679734,15021.257474203267,18877.037747321465
262,2013-04-05,18728.86907969869,16945.30433951433,20572.188819617968
262,2013-04-06,17260.84685084781,15378.781074360892,18986.54208753418
262,2013-04-07,28316.70570982081,26402.50956471906,30248.822810105095
262,2013-04-08,21143.549185756085,19154.122871005922,23115.177086858257
262,2013-04-09,19727.057445355214,17756.848805619007,21650.46021553977
262,2013-04-10,19523.20880516629,17578.8350783146,21354.64792114752
262,2013-04-11,19744.18701096023,17730.06507446116,21565.07049809703
262,2013-04-12,21645.558286828345,19728.256621331035,23573.407233028658
262,2013-04-13,17239.431320212574,15310.509039219654,19156.62884890076
262,2013-04-14,28255.6453704862,26201.15568212765,30209.74046854561
262,2013-04-15,18146.16886657438,16263.249085600879,19951.66536075944
262,2013-04-16,16693.962605064735,14794.332668446721,18656.811054328955
262,2013-04-17,16459.573506688568,14414.726949053045,18571.737737153286
262,2013-04-18,16656.371014658253,14748.36993379456,18496.453019391007
262,2013-04-19,18541.234205797406,16652.395909019546,20485.56184155394
262,2013-04-20,17022.659222192724,15099.160190027584,19115.00872090315
262,2013-04-21,28041.16636291167,26103.880379678536,30050.215362689476
262,2013-04-22,20837.272333161647,18880.616969663122,22770.066271337448
262,2013-04-23,19404.975373324254,17377.895020982556,21210.096008453085
262,2013-04-24,19200.295564283653,17256.287316820835,21088.583009016907
262,2013-04-25,19436.098440982078,17370.83608996519,21445.812933250454
262,2013-04-26,21368.75900920425,19498.169014460174,23189.711829490243
262,2013-04-27,17008.163420281537,15195.496090406248,18942.56263688255
262,2013-04-28,28089.703964564756,26151.65689481322,29959.96122979299
262,2013-04-29,22025.951861533613,20060.03924690475,24015.047629855442
262,2013-04-30,24637.30615928177,22838.2570474216,26460.249825081035
262,2013-05-01,33920.06182099693,31993.05937467076,35849.77677648587
262,2013-05-02,23601.09793157598,21616.247366959287,25410.532887810758
262,2013-05-03,21765.465703592272,19854.596399301026,23702.653197169395
262,2013-05-04,17470.000088847024,15747.688080820817,19389.13680727368
262,2013-05-05,28613.247938221,26769.191663277936,30629.269890145784
262,2013-05-06,18629.357560636694,16518.80767257121,20414.69748450549
262,2013-05-07,19340.9988903999,17513.716846533323,21426.977445692108
262,2013-05-08,20930.27844865729,18903.659516080093,22737.51745004629
262,2013-05-09,35717.46530084889,33726.3236413297,37604.692774486786
262,2013-05-10,21838.384265776167,19923.63125819177,23748.17163173802
262,2013-05-11,18157.947072926017,16284.39849583293,20082.16152521818
262,2013-05-12,29289.891496220258,27387.655461637292,31180.708301695002
262,2013-05-13,22177.557387960896,20124.66110260533,24039.424253339956
262,2013-05-14,20822.385531950335,18873.001606893547,22918.60459493116
262,2013-05-15,20676.336259134274,18640.561520721847,22886.328112787083
262,2013-05-16,20950.224741412156,19039.38678861435,22763.186465794104
262,2013-05-17,22899.72320733912,21015.00529841416,24940.754904971345
262,2013-05-18,20293.294841303556,18466.700462642162,22105.166443363058
262,2013-05-19,33351.221016321804,31378.780090472173,35261.891948257085
262,2013-05-20,33274.355729324016,31354.187961722244,35218.20640063004
262,2013-05-21,20467.238742179947,18624.297316746684,22374.74331658402
262,2013-05-22,17833.688426932196,16010.759725307322,19857.489410536204
262,2013-05-23,18030.361284888517,16052.791013491391,19957.72920392515
262,2013-05-24,19907.511693152293,17868.98743377205,21841.044481954246
262,2013-05-25,18370.153503270467,16417.132842570747,20246.640257938303
262,2013-05-26,29370.040978117646,27523.970285933352,31334.84171104369
262,2013-05-27,22126.629821866605,20237.444407799347,24049.889130946212
262,2013-05-28,20650.966600389223,18875.886309031805,22484.039031855315
262,2013-05-29,20396.414999366352,18478.707493076683,22277.881687773377
262,2013-05-30,20575.882227607275,18859.682797014888,22638.27223094342
262,2013-05-31,22447.281585605782,20379.23680691814,24248.769890441246
262,2013-06-01,18015.68576648671,16065.613026592726,19831.428863928184
262,2013-06-02,29032.35082225707,27157.645985998544,30930.171407893482
262,2013-06-03,21812.671974539637,19978.617131078965,23668.84768196036
262,2013-06-04,20369.873075992535,18304.58277356247,22264.975411592393
262,2013-06-05,20155.298519236432,18156.09173143397,22060.435514556688
262,2013-06-06,20380.164255673924,18311.069231301622,22356.03471600077
262,2013-06-07,22300.83013607574,20294.033897648296,24287.10338397387
262,2013-06-08,17919.438148296573,15945.050585510657,19855.375647363726
262,2013-06-09,28988.399752316556,26974.59261052038,30849.76516329594
262,2013-06-10,18917.110880258875,16933.894256346462,20773.697794572607
262,2013-06-11,17519.260231813972,15646.512832575378,19572.188454406656
262,2013-06-12,17344.487186805927,15235.187216015685,19265.890180594146
262,2013-06-13,17602.423264057325,15594.41475555222,19592.020627731265
262,2013-06-14,19548.345541805375,17424.11656583347,21384.134851389917
262,2013-06-15,18082.05556167734,16145.57604677619,19986.71242841326
262,2013-06-16,29158.783511248595,27200.878538268356,31153.923056712214
262,2013-06-17,21982.040735124716,20159.62676337001,23889.503590383294
262,2013-06-18,20569.85033901332,18527.52413266729,22625.574548762354
262,2013-06-19,20370.88130029886,18636.77826718676,22388.85442248351
262,2013-06-20,20595.207587763827,18664.25952712261,22602.308925652273
262,2013-06-21,22499.133088765568,20628.75370429121,24439.444085446245
262,2013-06-22,18082.708891856284,15939.56371065965,19892.281053836017
262,2013-06-23,29105.03527190966,27081.743923984162,31172.57846187005
262,2013-06-24,18966.526408182148,17163.981147460152,20947.925935288073
262,2013-06-25,17490.78191759945,15460.255718192204,19389.048238791405
262,2013-06-26,17227.44587268912,15362.333072178119,19225.52350388437
262,2013-06-27,17388.36928746453,15466.643418890615,19266.85981325638
262,2013-06-28,19231.91208352238,17265.16484300316,21163.181978973018
262,2013-06-29,17659.41175443796,15695.212901700548,19575.67634372761
262,2013-06-30,28633.60162398864,26730.511466060114,30509.900133915955
262,2013-07-01,21352.5695255478,19505.927487649562,23311.19917688337
262,2013-07-02,19844.060288376684,17903.161638572055,21760.66741371989
262,2013-07-03,19558.396955543296,17606.058590506633,21404.109634113367
262,2013-07-04,19708.118590112765,17840.936056336606,21665.388143201653
262,2013-07-05,21552.249662891245,19680.616938346073,23444.59954363239
262,2013-07-06,17090.612706156,15192.971967736275,19163.911137258896
262,2013-07-07,28089.888226510302,26233.373752708543,29980.841303223446
262,2013-07-08,17941.401093712902,16003.84220649326,19991.874612245447
262,2013-07-09,16477.556549477016,14602.238720915251,18346.173038302615
262,2013-07-10,16245.931265219187,14242.831236648179,18163.3281983783
262,2013-07-11,16457.61615838354,14445.740385742876,18366.381670713872
262,2013-07-12,18370.253070990933,16450.688398245125,20291.058534574822
262,2013-07-13,16882.20365989324,14956.57853308653,18673.78270134255
262,2013-07-14,27958.613077171616,26029.00806488103,29981.129547616136
262,2013-07-15,20786.623742908745,18915.868118848306,22713.784896755315
262,2013-07-16,19397.910620826133,17436.71797772182,21274.411085723947
262,2013-07-17,19238.559332847646,17432.328706640234,21166.925380194258
262,2013-07-18,19517.754907859384,17599.79262312489,21342.263535028
262,2013-07-19,21491.66595780312,19604.510701641546,23423.438492277597
262,2013-07-20,17154.716018775078,15150.77632842884,19121.972817457183
262,2013-07-21,28276.552320044615,26265.283713148532,30115.352937977023
262,2013-07-22,18235.48937149922,16378.26924665163,20244.1874642433
262,2013-07-23,16869.623047776706,14944.495086362684,18656.823462457465
262,2013-07-24,16722.245027565616,14776.71038029759,18609.246492540977
262,2013-07-25,17002.429821838163,15138.247755551483,18980.74959691003
262,2013-07-26,18966.841980411406,16939.17155374516,20838.793181833495
262,2013-07-27,17511.611559373334,15621.712883232682,19466.454201287335
262,2013-07-28,28606.019622046646,26567.570755692104,30508.566236593953
262,2013-07-29,21428.915592101068,19400.372744248147,23498.71271223155
262,2013-07-30,20019.404476852575,18072.12716491165,21954.84459862928
262,2013-07-31,19823.57774014717,17827.501123879803,21632.968836276603
262,2013-08-01,20052.12594328,18210.179471428746,21879.762307911362
262,2013-08-02,21963.692580562645,19952.028741264516,24009.591932258758
262,2013-08-03,17552.945471107905,15483.262401726064,19412.00222660023
262,2013-08-04,28598.284531858455,26745.96272552629,30538.042752820882
262,2013-08-05,18470.77386388362,16665.17443058392,20490.02862752221
262,2013-08-06,17019.756487713625,15181.611259800413,19038.704248613358
262,2013-08-07,16789.431302006244,14906.542837136381,18782.813238569324
262,2013-08-08,16991.527429803686,15042.900500171552,18888.71873748255
262,2013-08-09,18885.742764008563,16963.394171695967,20942.830272451618
262,2013-08-10,17369.206957575298,15374.45000290448,19398.457758894565
262,2013-08-11,28417.690333665563,26489.53334924607,30322.728203776078
262,2013-08-12,21203.159162972115,19332.4185936093,23324.816605706288
262,2013-08-13,19772.565344054605,17849.56181970509,21715.149413514853
262,2013-08-14,19571.42392603844,17432.064080310192,21460.668012766953
262,2013-08-15,19810.364454963823,17843.249605196008,21663.882762698224
262,2013-08-16,21748.001593474586,19797.980229953948,23758.514786381875
262,2013-08-17,17375.882199445176,15386.069929967402,19229.015629059057
262,2013-08-18,28477.03151232537,26549.65998001165,30395.41573913584
262,2013-08-19,18410.50143381938,16467.566678634983,20331.807793994172
262,2013-08-20,17031.18894396417,15097.72586283328,18837.4510846601
262,2013-08-21,16879.05338141248,14910.8912895777,18788.671732973824
262,2013-08-22,17162.689420709914,15383.594174860802,19095.18759189827
262,2013-08-23,19138.92046438682,17196.381078703598,20988.29809977259
262,2013-08-24,17700.838697192958,15608.891950371108,19588.995003311215
262,2013-08-25,28823.308219842173,26958.70902522098,30874.840214482774
262,2013-08-26,21671.28275535598,19659.150897809148,23726.134566081775
262,2013-08-27,20292.015362597038,18350.07198750534,22263.256551927276
262,2013-08-28,20127.81479943037,18235.197548686367,22034.176541803423
262,2013-08-29,20387.016499986144,18394.77823098017,22295.674892673993
262,2013-08-30,22326.450003226557,20394.91118910469,24265.118502354195
262,2013-08-31,17936.524217727936,15961.281638759676,19808.51912042414
262,2013-09-01,28998.824967946697,27221.570725497117,31056.22929920602
262,2013-09-02,18874.059482754426,16983.99130994645,20947.59159296035
262,2013-09-03,17416.436928349827,15572.890540795835,19272.33067964647
262,2013-09-04,17166.81974925478,15218.617656598752,18987.76730385786
262,2013-09-05,17335.45146674,15346.540758555531,19087.53239536315
262,2013-09-06,19181.16122982521,17199.823916562105,21034.2069536212
262,2013-09-07,17600.037047928377,15622.511093177354,19503.334515994353
262,2013-09-08,28568.630526937854,26429.316621855207,30425.35045574928
262,2013-09-09,21257.722209172414,19238.57927718474,23109.511640709887
262,2013-09-10,19716.169432795716,17684.15890277629,21730.790592762012
262,2013-09-11,19390.159251619953,17506.16020383308,21422.92861155745
262,2013-09-12,19492.05350338727,17531.332746859858,21441.839835906085
262,2013-09-13,21282.237394267846,19371.217448527117,23270.80624342703
262,2013-09-14,16755.61506513067,14969.223881220192,18699.184486570546
262,2013-09-15,27694.373004182275,25693.534241970647,29644.93100157107
262,2013-09-16,17466.99581647031,15484.636701530706,19419.943274554724
262,2013-09-17,15926.303602310185,13997.535497313489,17866.123847051465
262,2013-09-18,15616.196022823406,13701.094007195486,17640.01080131735
262,2013-09-19,15748.553300513751,13762.962296156535,17582.09944698152
262,2013-09-20,17582.909981375517,15617.690595357488,19674.46944345814
262,2013-09-21,16016.648674959148,13999.434318058948,17981.130859059765
262,2013-09-22,27022.847012465118,25086.080134994194,29003.797124001037
262,2013-09-23,19777.713000297772,18049.767340374387,21683.65737128136
262,2013-09-24,18323.725401037722,16359.141592368933,20179.77221121353
262,2013-09-25,18106.162708508546,16059.081076771507,20104.969616457605
262,2013-09-26,18334.835918643217,16501.678757026646,20278.674601744842
262,2013-09-27,20266.91084241988,18447.579076468428,22162.965010159358
262,2013-09-28,15895.839100813211,13922.381427073367,17856.66347472205
262,2013-09-29,26995.304769920785,25145.50271752242,28991.80563054671
262,2013-09-30,16938.443881715433,14901.548096354105,18899.7791043195
262,2013-10-01,18706.0873003986,16886.38930760528,20802.486967305675
262,2013-10-02,20245.12216122652,18410.53877791611,22178.459551408196
262,2013-10-03,32715.496447227542,30786.574453962152,34575.3640663452
262,2013-10-04,20954.921774543207,18984.841197097106,22768.741597765093
262,2013-10-05,16275.262803997255,14166.096438621715,18277.72750396381
262,2013-10-06,27402.230322267045,25362.430242760664,29414.438466050982
262,2013-10-07,20264.452982520892,18452.478545837857,22121.155841401836
262,2013-10-08,18897.146309483083,16919.121045450658,20909.3474209269
262,2013-10-09,18745.392366842556,16928.98165893502,20734.48293998515
262,2013-10-10,19018.499672465845,17197.91347566775,20996.104907795412
262,2013-10-11,20973.222992962445,18884.211032652976,22817.350161524202
262,2013-10-12,16605.27835787246,14814.932288763242,18428.130589569748
262,2013-10-13,27684.310955672536,25728.948857221432,29605.335164940192
262,2013-10-14,17593.306769632592,15644.371414055715,19603.867119360264
262,2013-10-15,16169.545951122622,14250.483466319687,18160.201977041077
262,2013-10-16,15958.862048009049,14081.856763771877,17707.116531456555
262,2013-10-17,16172.45216017545,14300.156100020886,18192.837094781327
262,2013-10-18,18068.67714049374,15996.116213588853,20077.810956243073
262,2013-10-19,16547.11094424342,14583.812812797043,18541.68173380596
262,2013-10-20,27573.80497870922,25659.70540984098,29504.488261008086
262,2013-10-21,20339.8146632536,18349.592845698066,22239.718702028018
262,2013-10-22,18877.708480890906,16947.353798282802,20925.99160583537
262,2013-10-23,18636.318778279827,16763.37227623581,20594.544144685726
262,2013-10-24,18827.59498098885,16713.402975464942,20681.276545988174
262,2013-10-25,20710.16008548926,18760.885632449063,22676.231566267998
262,2013-10-26,16283.36873928754,14291.943493639083,18141.11977840049
262,2013-10-27,27313.280815390197,25151.102472285507,29204.55610836234
262,2013-10-28,17192.361297910476,15341.342797090902,19202.590180734136
262,2013-10-29,15751.597598738905,13894.181757852935,17666.454370821128
262,2013-10-30,15538.738340873328,13599.31210148503,17481.59072626966
262,2013-10-31,15764.963765765711,13844.684909588821,17739.002391018203
262,2013-11-01,17687.77648724935,15803.894044956958,19561.63438194075
262,2013-11-02,16207.059909487873,14298.319984981965,18175.5124436717
262,2013-11-03,27283.948439762116,25301.909710531178,29216.278372470897
262,2013-11-04,20115.37462160846,18080.757304429968,21981.64798958284
262,2013-11-05,18726.711081378187,16683.892898663435,20678.373086720698
262,2013-11-06,18566.23125365296,16605.775443123384,20476.182709120436
262,2013-11-07,18844.412985494386,16951.939179850793,20825.616095745423
262,2013-11-08,20817.95636118949,18925.683588930224,22740.420973844117
262,2013-11-09,16486.612580680656,14547.513179876129,18501.02817219781
262,2013-11-10,27609.85269398813,25594.864340734184,29434.67028196181
262,2013-11-11,17587.701556880347,15613.340329061726,19500.164367441073
262,2013-11-12,16243.067657069303,14361.429297038747,18104.33050115759
262,2013-11-13,16124.781804578357,14240.112952853113,18070.70498282492
262,2013-11-14,16443.78461842061,14470.954359736446,18224.763592919433
262,2013-11-15,18457.121864755183,16607.590534892333,20416.35251073877
262,2013-11-16,17065.999967649772,15167.617573471793,19093.853476816745
262,2013-11-17,28228.08418005692,26290.389893920477,30221.257308718225
262,2013-11-18,21148.214537961336,19194.246833893303,23062.493590379214
262,2013-11-19,19846.735803695523,18039.94648302896,21816.999764466244
262,2013-11-20,19773.830451349026,17959.643183158565,21729.97437964423
262,2013-11-21,20141.038514428677,18370.868253752626,22111.12187237338
262,2013-11-22,22205.62221822225,20355.11403358678,24232.973315375843
262,2013-11-23,17970.02982109544,15996.94754543025,19857.869065871844
262,2013-11-24,29189.177750238996,27184.793674233366,31128.956593888277
262,2013-11-25,19272.274024181705,17264.894924511063,21114.07843760903
262,2013-11-26,18035.27865079101,16024.996065540943,20041.820246283492
262,2013-11-27,18028.665732020163,16125.755368803293,19916.045881714454
262,2013-11-28,18463.072832811136,16581.66274070623,20413.80052934999
262,2013-11-29,20594.368868168836,18608.936426865093,22433.14211725893
262,2013-11-30,19323.69954509152,17414.37528567079,21392.490500087966
262,2013-12-01,30603.232195006043,28667.495676631977,32547.73870116052
262,2013-12-02,23643.084606454173,21712.128921425927,25676.690966017097
262,2013-12-03,22455.41253874927,20458.340328082344,24302.57494317244
262,2013-12-04,22488.70697185031,20555.826076950838,24456.737537768975
262,2013-12-05,22951.64340470715,21066.514134213838,24917.77832467286
262,2013-12-06,25097.923876685472,23230.185141885086,26990.080333201196
262,2013-12-07,20928.520043661738,18846.18008590876,22812.251150504897
262,2013-12-08,32189.722474627975,30141.77285499535,34086.74509453837
262,2013-12-09,22296.11165185918,20384.164049999516,24253.39371142743
262,2013-12-10,21053.307141338726,19099.953961327516,22988.641268154228
262,2013-12-11,21010.605394433645,19056.06382259064,22951.82121612704
262,2013-12-12,21376.23307348238,19160.75170212351,23214.15906543335
262,2013-12-13,23403.614115345317,21461.127597150447,25236.22811636169
262,2013-12-14,21993.511903035618,20232.61600102651,23934.471308408916
262,2013-12-15,33093.3037346035,31181.218655432578,35031.45108989902
262,2013-12-16,25920.178287079303,23935.054140296776,27786.647575000097
262,2013-12-17,24481.006635350885,22517.333228013107,26370.607560368226
262,2013-12-18,24226.59806503059,22246.895664949887,26151.209015715453
262,2013-12-19,24367.840564832077,22530.15027409464,26264.426851544842
262,2013-12-20,26160.94947200324,24190.657408868563,28075.710048317887
262,2013-12-21,21612.387497735876,19749.922864158354,23517.084493167098
262,2013-12-22,32467.549289124585,30466.532409740415,34221.52541190998
262,2013-12-23,28425.805756433463,26482.176254634735,30428.037037722006
262,2013-12-24,17018.833126056255,15018.376208066373,18811.973235636327
262,2013-12-25,25407.485601973425,23531.30869836594,27461.655012915428
262,2013-12-26,29652.345890600966,27697.904961341552,31573.708966645383
262,2013-12-27,20688.083509017775,18635.192314817352,22767.285566833154
262,2013-12-28,19678.97107442615,17702.02653445897,21698.53011288039
262,2013-12-29,30374.01837046558,28466.930908910224,32226.25505202017
262,2013-12-30,23329.09148959769,21398.945645869586,25247.900179437205
262,2013-12-31,22223.464165876503,20307.519266304695,24084.312515148806
262,2014-01-01,19336.88394170711,17341.253807945264,21332.503200886695
262,2014-01-02,17901.086877982303,16040.9458418794,20030.503314625566
262,2014-01-03,19045.415596844985,17192.107008484727,21044.210440457893
262,2014-01-04,17232.68304480556,15418.939304886744,19244.403508165353
262,2014-01-05,27976.502128064494,26151.16824255916,29894.299261762706
262,2014-01-06,20510.542998673784,18652.506959090766,22437.54133499516
262,2014-01-07,18837.60867361161,16938.194603540087,20900.407455809916
262,2014-01-08,18413.671956341444,16462.330615488707,20177.44849337767
262,2014-01-09,18452.34444048163,16505.400410305127,20423.438134456443
262,2014-01-10,20210.679267034673,18373.921303988533,22050.74600793993
262,2014-01-11,15698.105738766728,13683.450099141473,17560.96994556314
262,2014-01-12,26651.1220065401,24891.696486458466,28769.76136790115
262,2014-01-13,16508.849604997882,14483.268801806364,18287.2385543262
262,2014-01-14,15061.214964637109,13138.989673161568,16828.493110905703
262,2014-01-15,14863.49128240506,12866.919839955415,16948.859590466007
262,2014-01-16,15125.288239823354,13219.39824688305,17079.18457286605
262,2014-01-17,17099.56347311467,15210.015121777313,19155.614658099734
262,2014-01-18,15689.780605184615,13749.343291250432,17515.575402751972
262,2014-01-19,26832.816516885487,24993.537106411353,28591.15689565776
262,2014-01-20,19762.680558870532,17954.83753862211,21623.94488966654
262,2014-01-21,18469.740976056215,16529.953684449418,20459.091365516975
262,2014-01-22,18404.825538904533,16539.298640928893,20297.074116543914
262,2014-01-23,18776.092820863756,16911.00408398371,20831.591204471777
262,2014-01-24,20835.356857160637,18819.22994519034,22734.51465383581
262,2014-01-25,16589.816089461387,14658.826564488838,18493.928793982992
262,2014-01-26,27767.49860670071,25813.531551652064,29707.702706684428
262,2014-01-27,17813.920927762563,15989.771263130031,19766.047290946135
262,2014-01-28,16510.487250580605,14596.84782826802,18361.245357307285
262,2014-01-29,16413.811349672844,14602.719031722274,18272.90993812525
262,2014-01-30,16734.19246978959,14785.062720097794,18744.1738637523
262,2014-01-31,18725.690152227467,16874.72214071572,20531.846190153745
262,2014-02-01,17295.22936873835,15414.094225178442,19129.59791640402
262,2014-02-02,28378.87864757317,26410.787471120017,30208.452825914293
262,2014-02-03,21221.6751491879,19209.435292601596,23192.63779424494
262,2014-02-04,19812.472565146734,17849.966476971676,21749.2263992143
262,2014-02-05,19607.84459028628,17701.740699934482,21547.667081240837
262,2014-02-06,19821.102439612216,17983.532216876993,21899.158094337632
262,2014-02-07,21708.896718808362,19821.908816999985,23626.771192465167
262,2014-02-08,17285.513503687158,15443.968224493317,19143.165689987516
262,2014-02-09,28278.868068201944,26228.55565081834,29975.455055695496
262,2014-02-10,18148.091924614946,16228.54375039993,20138.184921887983
262,2014-02-11,16672.00606318809,14715.446448774379,18669.548554150457
262,2014-02-12,16413.114604618862,14639.631184277405,18407.63176804822
262,2014-02-13,16585.496342363418,14791.127119394141,18383.95407403701
262,2014-02-14,18445.911349525923,16551.378793002757,20267.547053101407
262,2014-02-15,16904.860745303486,15088.857207607676,18774.938330795176
262,2014-02-16,27896.28140529732,25767.257425204716,29655.396822228362
262,2014-02-17,20673.55889844336,18691.22801777801,22478.08052357187
262,2014-02-18,19220.112232092946,17156.694107429536,21104.149485246646
262,2014-02-19,18993.24517104688,17044.502524550488,20893.06560621719
262,2014-02-20,19205.480111033557,17261.850507971445,21115.27724702729
262,2014-02-21,21111.62726760789,19242.977647894713,23166.30598001357
262,2014-02-22,16725.852393281468,14785.472102385544,18612.766104201626
262,2014-02-23,27768.431970769005,25759.097604995262,29712.515464179174
262,2014-02-24,17704.483975568393,15690.12831285909,19554.93917224859
262,2014-02-25,16302.72694624364,14515.201455125181,18186.61672841638
262,2014-02-26,16124.347944336256,14315.406765976379,18043.834228248506
262,2014-02-27,16380.49744856809,14504.584674391454,18341.018528389643
262,2014-02-28,18324.595734924584,16362.357814324769,20228.454499872107
262,2014-03-01,16865.491265046756,14891.61491529871,18655.898483592664
262,2014-03-02,27930.688422691474,26120.310670449642,29903.98250564647
262,2014-03-03,20778.634609424906,18765.580555044093,22788.274079492134
262,2014-03-04,19385.096099011396,17623.072837978583,21363.11440618695
262,2014-03-05,19206.97879755822,17363.168980122926,21106.57065800582
262,2014-03-06,19455.967417703956,17453.244210011486,21341.01463617004
262,2014-03-07,21386.019451816792,19340.700328437662,23326.016747544043
262,2014-03-08,17013.132500862954,15103.353090538616,18955.644560381137
262,2014-03-09,28052.900129249738,26091.559390010145,29829.531546449853
262,2014-03-10,17979.75182652869,16189.34939368606,19923.6787452939
262,2014-03-11,16556.59648707488,14464.323323435168,18396.82984667973
262,2014-03-12,16347.898997028846,14509.023751454872,18223.622002248358
262,2014-03-13,16566.77763110797,14573.188447060977,18426.103430385945
262,2014-03-14,18468.36943510646,16639.76586666149,20495.76053870302
262,2014-03-15,16964.68171602628,15183.88415571805,19058.027695914167
262,2014-03-16,27982.111942118096,25943.04550744744,29946.652880208167
262,2014-03-17,20787.381463022186,18751.781208756773,22717.006754104015
262,2014-03-18,19353.404574403798,17444.142100856392,21211.95391646108
262,2014-03-19,19139.808165009697,17062.321836230756,21063.399013845992
262,2014-03-20,19359.986528253336,17519.485983270188,21324.368860061124
262,2014-03-21,21268.9356769121,19383.245351489746,23258.33433307808
262,2014-03-22,16884.95359351775,15086.69684740952,18860.543578899098
262,2014-03-23,27920.351910236957,26001.531038771867,29892.50149403732
262,2014-03-24,17856.058258405763,15838.686878867451,19777.768846617066
262,2014-03-25,16449.681671520255,14544.106882470149,18326.553086339714
262,2014-03-26,16266.357432590432,14307.24471197333,18216.052529557615
