Store,ABC_Class,XYZ_Class,Scenario,Avg_Daily_Demand,Safety_Stock,Carrying_Cost,Stockout_Cost,Total_Cost
140,A,Y,Base,7432.740484429066,36077.895481561005,9019.473870390251,0.0,9019.473870390251
141,A,Y,Base,5529.08347826087,27348.858865145936,6837.214716286484,0.0,6837.214716286484
142,B,Y,Base,4610.619791666667,15896.12672722175,3974.0316818054375,0.0,3974.0316818054375
143,A,Y,Base,6317.571180555556,31657.351113336485,7914.337778334121,0.0,7914.337778334121
144,A,Y,Base,7883.59952606635,38751.24269792766,9687.810674481914,0.0,9687.810674481914
145,A,Y,Base,8572.445812807882,42098.14253760794,10524.535634401986,0.0,10524.535634401986
146,A,Y,Base,7704.142361111111,37944.164718758504,9486.041179689626,0.0,9486.041179689626
147,A,Y,Base,8210.661458333334,40241.136587381414,10060.284146845353,0.0,10060.284146845353
148,A,X,Base,8562.71896551724,41053.39227606461,10263.348069016152,0.0,10263.348069016152
149,B,Y,Base,5604.740476190476,19613.836392330646,4903.4590980826615,0.0,4903.4590980826615
150,A,Y,Base,8380.491379310344,41303.427318297836,10325.856829574459,0.0,10325.856829574459
151,A,Y,Base,6660.769497400347,33065.87812094197,8266.469530235492,0.0,8266.469530235492
152,A,Y,Base,5528.111111111111,28244.3462358779,7061.086558969475,0.0,7061.086558969475
153,A,Y,Base,7282.416666666667,37700.572085849075,9425.143021462269,0.0,9425.143021462269
154,A,Y,Base,8689.968858131488,42907.93071634484,10726.98267908621,0.0,10726.98267908621
155,A,Y,Base,6839.731591448931,33381.49986748391,8345.374966870977,0.0,8345.374966870977
156,A,Y,Base,7021.730103806229,37198.53062387138,9299.632655967845,0.0,9299.632655967845
157,A,Y,Base,9697.104166666666,47620.12338277927,11905.030845694817,0.0,11905.030845694817
158,A,Y,Base,8138.395833333333,39185.28949484093,9796.322373710233,0.0,9796.322373710233
159,A,Y,Base,7763.980997624703,38478.06466681297,9619.516166703243,0.0,9619.516166703243
160,A,Y,Base,5762.930795847751,28281.724508886055,7070.431127221514,0.0,7070.431127221514
161,A,X,Base,7205.305555555556,34658.387081982444,8664.596770495611,0.0,8664.596770495611
162,A,Y,Base,7803.1262975778545,38745.53579482867,9686.383948707167,0.0,9686.383948707167
163,A,Y,Base,7329.86724137931,35426.1153005185,8856.528825129624,0.0,8856.528825129624
164,B,Y,Base,6067.53919239905,21791.25166332554,5447.812915831385,0.0,5447.812915831385
165,C,Y,Base,4057.0714285714284,10910.142068630801,2727.5355171577003,0.0,2727.5355171577003
166,A,Y,Base,5947.262152777777,29435.42454906328,7358.85613726582,0.0,7358.85613726582
167,A,Y,Base,9292.545927209705,47854.12695146188,11963.53173786547,0.0,11963.53173786547
168,A,Y,Base,7506.142608695653,37767.61836745233,9441.904591863082,0.0,9441.904591863082
169,A,Y,Base,7574.701598579041,37343.62457001532,9335.90614250383,0.0,9335.90614250383
170,B,Y,Base,5135.057291666667,17895.48238788629,4473.870596971573,0.0,4473.870596971573
171,A,Y,Base,8435.668402777777,42338.21317683301,10584.553294208252,0.0,10584.553294208252
172,A,X,Base,6911.9,33333.521273328224,8333.380318332056,0.0,8333.380318332056
173,A,Y,Base,8289.787931034483,40372.68194394321,10093.170485985802,0.0,10093.170485985802
174,B,X,Base,5869.397619047619,19829.830874562016,4957.457718640504,0.0,4957.457718640504
175,A,Y,Base,5734.686206896552,27725.769599818752,6931.442399954688,0.0,6931.442399954688
176,B,Y,Base,5295.473958333333,19162.68098026864,4790.67024506716,0.0,4790.67024506716
177,C,Y,Base,4015.904679376083,11399.467890569611,2849.8669726424027,0.0,2849.8669726424027
178,A,Y,Base,10069.75,50436.28293005194,12609.070732512984,0.0,12609.070732512984
179,A,Y,Base,7271.671875,36261.31349138656,9065.32837284664,0.0,9065.32837284664
180,A,Y,Base,7210.589655172414,34892.75553382628,8723.18888345657,0.0,8723.18888345657
181,B,Y,Base,6485.779097387173,23575.896927845835,5893.974231961459,0.0,5893.974231961459
182,B,Y,Base,5237.525951557093,18230.69496360144,4557.67374090036,0.0,4557.67374090036
183,C,Y,Base,4698.742857142857,12878.692756158167,3219.6731890395417,0.0,3219.6731890395417
184,A,Y,Base,6603.984320557492,32486.793032261652,8121.698258065413,0.0,8121.698258065413
185,A,Y,Base,7124.448275862069,35101.47289551913,8775.368223879783,0.0,8775.368223879783
186,C,Y,Base,3697.859523809524,9972.945461891182,2493.2363654727956,0.0,2493.2363654727956
187,A,Y,Base,6320.494827586207,31324.623925772412,7831.155981443103,0.0,7831.155981443103
188,B,Y,Base,4887.25,17301.727991326632,4325.431997831658,0.0,4325.431997831658
189,A,Y,Base,8850.345486111111,42946.94995728697,10736.737489321742,0.0,10736.737489321742
190,A,Y,Base,7004.976190476191,33849.2892565657,8462.322314141426,0.0,8462.322314141426
191,A,X,Base,6841.071428571428,32812.101435981116,8203.025358995279,0.0,8203.025358995279
192,A,Y,Base,7637.1,37636.33442802787,9409.083607006967,0.0,9409.083607006967
193,A,Y,Base,5407.946086956522,27381.29696646271,6845.324241615677,0.0,6845.324241615677
194,B,Y,Base,4811.245217391304,16498.24044889218,4124.560112223045,0.0,4124.560112223045
195,A,Y,Base,10673.581597222223,52076.6257530541,13019.156438263524,0.0,13019.156438263524
196,B,Y,Base,5200.437716262976,18207.465961335205,4551.866490333801,0.0,4551.866490333801
197,A,Y,Base,6838.691379310345,33711.97730785021,8427.994326962553,0.0,8427.994326962553
198,C,Z,Base,2935.7474048442905,9354.44281691268,2338.61070422817,0.0,2338.61070422817
199,A,Y,Base,7852.751736111111,38760.80068340603,9690.200170851507,0.0,9690.200170851507
200,A,X,Base,7714.225694444444,37048.6975053092,9262.1743763273,0.0,9262.1743763273
201,B,Y,Base,5235.699652777777,18163.457955463025,4540.864488865756,0.0,4540.864488865756
202,A,Y,Base,5989.250865051903,29128.734928793707,7282.183732198427,0.0,7282.183732198427
203,A,Y,Base,6743.913644214163,33503.89326053429,8375.973315133573,0.0,8375.973315133573
204,B,X,Base,5422.035714285715,18426.976322427392,4606.744080606848,0.0,4606.744080606848
205,A,Y,Base,6542.458620689656,32201.265700801167,8050.316425200292,0.0,8050.316425200292
206,A,Y,Base,7033.197916666667,35018.50437929018,8754.626094822544,0.0,8754.626094822544
207,A,Y,Base,11238.863793103448,56183.97839263997,14045.994598159992,0.0,14045.994598159992
208,C,Y,Base,2920.3258620689653,7883.251103067546,1970.8127757668865,0.0,1970.8127757668865
209,A,Y,Base,5617.331297709924,28720.76815267053,7180.192038167633,0.0,7180.192038167633
210,C,Y,Base,3201.840277777778,8716.27904142673,2179.0697603566823,0.0,2179.0697603566823
211,A,Y,Base,12816.360344827586,62774.62504209829,15693.656260524573,0.0,15693.656260524573
212,B,Y,Base,4852.737931034483,16924.48620342204,4231.12155085551,0.0,4231.12155085551
213,A,Y,Base,8094.727430555556,40002.41201525366,10000.603003813416,0.0,10000.603003813416
214,A,Y,Base,9308.597222222223,45617.719302758764,11404.429825689691,0.0,11404.429825689691
215,B,Y,Base,6273.536992840095,22151.108199923867,5537.777049980967,0.0,5537.777049980967
216,A,Y,Base,7292.484320557492,35965.40253938879,8991.350634847198,0.0,8991.350634847198
217,B,Y,Base,4653.437931034483,15915.996323515279,3978.9990808788198,0.0,3978.9990808788198
218,C,Y,Base,5030.690476190476,13864.711565899075,3466.177891474769,0.0,3466.177891474769
219,C,Y,Base,3132.0572916666665,8511.900498111634,2127.9751245279085,0.0,2127.9751245279085
220,B,Y,Base,4928.750871080139,17214.750819896548,4303.687704974137,0.0,4303.687704974137
221,A,Y,Base,5769.684482758621,28282.413166794588,7070.603291698647,0.0,7070.603291698647
222,B,Y,Base,4947.6,17500.27525288332,4375.06881322083,0.0,4375.06881322083
223,A,Y,Base,7256.929065743944,36264.751612380416,9066.187903095104,0.0,9066.187903095104
224,A,Y,Base,6455.75652173913,31853.408913195526,7963.3522282988815,0.0,7963.3522282988815
225,B,Y,Base,5199.107266435986,18335.568575165293,4583.892143791323,0.0,4583.892143791323
226,A,Y,Base,7313.783737024221,35647.680788109385,8911.920197027346,0.0,8911.920197027346
227,A,Y,Base,5950.780530973451,30343.290922107455,7585.822730526864,0.0,7585.822730526864
228,A,X,Base,7855.366319444444,37759.64468541495,9439.911171353737,0.0,9439.911171353737
229,A,Y,Base,8589.229166666666,42344.18411546049,10586.046028865123,0.0,10586.046028865123
230,A,Y,Base,7487.8431034482755,36324.81908808657,9081.204772021643,0.0,9081.204772021643
231,C,Y,Base,4669.466666666666,12713.42645014825,3178.3566125370626,0.0,3178.3566125370626
232,C,Y,Base,3294.056838365897,9067.378088042291,2266.8445220105727,0.0,2266.8445220105727
233,A,X,Base,9352.30276816609,44950.48888189581,11237.622220473953,0.0,11237.622220473953
234,A,Y,Base,11105.744791666666,56242.57372435503,14060.643431088758,0.0,14060.643431088758
235,A,Y,Base,6081.863321799308,30844.404962321198,7711.101240580299,0.0,7711.101240580299
236,A,Y,Base,7003.251724137931,34776.52469719009,8694.131174297523,0.0,8694.131174297523
237,B,X,Base,4458.613793103448,15029.479277521352,3757.369819380338,0.0,3757.369819380338
238,A,Y,Base,7735.668439716312,37937.95055373363,9484.487638433407,0.0,9484.487638433407
239,B,Y,Base,5011.333333333333,17547.33528241591,4386.833820603977,0.0,4386.833820603977
240,B,Y,Base,4753.937931034483,16250.921330449197,4062.730332612299,0.0,4062.730332612299
241,A,Y,Base,6540.368055555556,31804.964872602464,7951.241218150616,0.0,7951.241218150616
242,C,Y,Base,4114.28892733564,11686.532969491143,2921.633242372786,0.0,2921.633242372786
243,A,Y,Base,7179.3847980997625,35894.988250362054,8973.747062590513,0.0,8973.747062590513
244,B,Y,Base,5215.006944444444,18611.86687915938,4652.966719789845,0.0,4652.966719789845
245,A,X,Base,8873.548442906575,42378.790638933686,10594.697659733421,0.0,10594.697659733421
246,A,Y,Base,7064.9672413793105,34103.937072563356,8525.984268140839,0.0,8525.984268140839
247,A,Y,Base,8649.695501730104,43195.21209516679,10798.803023791697,0.0,10798.803023791697
248,A,Y,Base,8533.320689655173,42434.52377141383,10608.630942853457,0.0,10608.630942853457
249,B,Y,Base,5283.505172413793,18308.706613896094,4577.176653474024,0.0,4577.176653474024
250,A,Y,Base,8324.71107266436,41645.523597101324,10411.380899275331,0.0,10411.380899275331
251,A,X,Base,19088.711805555555,91712.45096006409,22928.112740016022,0.0,22928.112740016022
252,A,Y,Base,10694.826388888889,53040.32249334385,13260.080623335962,0.0,13260.080623335962
253,A,Y,Base,5777.380208333333,29807.201042990266,7451.800260747566,0.0,7451.800260747566
254,C,Y,Base,2972.9166666666665,8122.612911023754,2030.6532277559386,0.0,2030.6532277559386
255,A,Y,Base,6239.164930555556,30462.747429927444,7615.686857481861,0.0,7615.686857481861
256,A,Y,Base,10216.493031358885,50818.54164716594,12704.635411791485,0.0,12704.635411791485
257,A,Y,Base,5389.056896551724,26713.911139166026,6678.477784791507,0.0,6678.477784791507
258,B,Y,Base,5596.533333333334,19224.017706839582,4806.004426709896,0.0,4806.004426709896
259,A,Y,Base,11424.182080924855,54828.675107369796,13707.168776842449,0.0,13707.168776842449
260,A,X,Base,6622.062068965517,31232.518787786914,7808.1296969467285,0.0,7808.1296969467285
261,A,Y,Base,12768.571180555555,67060.56883210495,16765.14220802624,0.0,16765.14220802624
262,A,Y,Base,20781.776353276353,100775.64071224011,25193.91017806003,0.0,25193.91017806003
263,C,Y,Base,3458.8261904761903,9269.659628961457,2317.4149072403643,0.0,2317.4149072403643
264,A,Y,Base,7362.426523297491,37446.740051537556,9361.685012884389,0.0,9361.685012884389
265,B,Y,Base,4903.498263888889,17904.784830955483,4476.196207738871,0.0,4476.196207738871
266,B,Y,Base,4458.909722222223,15970.939758526545,3992.7349396316363,0.0,3992.7349396316363
267,A,Y,Base,9365.255172413794,46714.95652420138,11678.739131050344,0.0,11678.739131050344
268,B,Y,Base,4896.856896551724,17352.187344021862,4338.046836005466,0.0,4338.046836005466
269,A,Y,Base,9507.894097222223,48197.60497899316,12049.40124474829,0.0,12049.40124474829
270,A,X,Base,9150.568965517241,43706.21492832232,10926.55373208058,0.0,10926.55373208058
271,A,Y,Base,7774.538194444444,41961.13721459341,10490.284303648352,0.0,10490.284303648352
272,A,Y,Base,6286.884083044983,32286.278824539197,8071.569706134799,0.0,8071.569706134799
273,A,Y,Base,6930.9375,34455.59094613129,8613.897736532823,0.0,8613.897736532823
274,B,Y,Base,3914.835260115607,14022.501126592828,3505.625281648207,0.0,3505.625281648207
275,A,Y,Base,7672.902380952381,37117.403859589635,9279.350964897409,0.0,9279.350964897409
276,C,Y,Base,4191.114583333333,11581.507049706393,2895.3767624265984,0.0,2895.3767624265984
277,B,Y,Base,6534.488095238095,22717.019711031768,5679.254927757942,0.0,5679.254927757942
278,A,Y,Base,7174.368965517241,35257.89676291368,8814.47419072842,0.0,8814.47419072842
279,A,Y,Base,8471.933491686461,43174.3991570915,10793.599789272876,0.0,10793.599789272876
280,A,Y,Base,6273.678260869565,30368.05332071054,7592.013330177635,0.0,7592.013330177635
281,A,Y,Base,5853.605172413793,28389.19036597612,7097.29759149403,0.0,7097.29759149403
282,B,Y,Base,4384.043103448276,15113.681633830247,3778.4204084575617,0.0,3778.4204084575617
283,A,X,Base,6976.042857142857,33389.50159584622,8347.375398961554,0.0,8347.375398961554
284,B,Y,Base,5332.714285714285,18615.31210851883,4653.828027129707,0.0,4653.828027129707
285,B,Y,Base,5075.71107266436,17393.15064004384,4348.28766001096,0.0,4348.28766001096
286,B,Y,Base,5056.694444444444,19011.51405998049,4752.878514995123,0.0,4752.878514995123
287,A,X,Base,8079.016666666666,38605.609958863555,9651.402489715889,0.0,9651.402489715889
288,B,Y,Base,5624.228571428572,19895.071038066882,4973.767759516721,0.0,4973.767759516721
289,A,Y,Base,6411.081314878893,31311.602645753057,7827.900661438264,0.0,7827.900661438264
290,A,Y,Base,6992.223958333333,35310.199036631915,8827.549759157979,0.0,8827.549759157979
291,A,Y,Base,8120.572916666667,41377.86921176836,10344.46730294209,0.0,10344.46730294209
292,A,Y,Base,5691.862068965517,28280.81878584562,7070.204696461405,0.0,7070.204696461405
293,A,Y,Base,6238.129310344828,30850.775866601063,7712.693966650266,0.0,7712.693966650266
294,A,Y,Base,5710.188581314879,28519.413290027394,7129.853322506849,0.0,7129.853322506849
295,B,Y,Base,5212.580869565218,18080.096450280864,4520.024112570216,0.0,4520.024112570216
296,A,Y,Base,6951.804498269897,34502.50946169366,8625.627365423416,0.0,8625.627365423416
297,A,Y,Base,6968.986086956522,34627.28736647335,8656.821841618337,0.0,8656.821841618337
298,A,Y,Base,8389.173809523809,40832.265732068794,10208.066433017199,0.0,10208.066433017199
299,A,Y,Base,6269.992366412213,31965.90407291858,7991.476018229645,0.0,7991.476018229645
300,A,Y,Base,6985.267702936097,33798.88500731773,8449.721251829433,0.0,8449.721251829433
