Store,Date,Sales,Prophet_Forecast,XGB_Forecast,Ensemble_Forecast,ABC_Class,XYZ_Class,Prophet_Error_pct,XGB_Error_pct
30,2015-03-05,5491,5344.708421346658,5335.9717,5340.427222799441,B,Y,-2.6642064952347875,-2.8233163358222537
30,2015-03-06,4527,4715.920105332635,5286.6123,4995.572677250036,B,Y,4.173185450245971,16.779595758780644
30,2015-03-07,3908,4032.4320700961234,3561.5342,3801.6810598084103,B,Y,3.1840345469837112,-8.86555271238485
30,2015-03-09,3576,4056.589524523148,3785.7686,3923.880914208108,B,Y,13.43930437704553,5.866012304250556
30,2015-03-10,3849,3929.1608597856384,3474.1794,3706.2092641747186,B,Y,2.0826411999386445,-9.738129384255652
30,2015-03-11,3152,3005.1937581958937,3634.2664,3313.4541196433283,B,Y,-4.657558432871394,15.300329949238577
30,2015-03-12,4006,3458.6965502761354,3471.592,3465.015623350917,B,Y,-13.662093103441453,-13.340189715426856
30,2015-03-13,3302,2808.723498494079,3942.5952,3364.3472489385886,B,Y,-14.938719003813471,19.400218049666876
30,2015-03-14,4200,3786.573672665812,3614.2485,3702.130292867718,B,Y,-9.843483984147335,-13.946464285714283
30,2015-03-16,6694,5458.334661318843,6733.004,6082.952559088073,B,Y,-18.4592969626704,0.5826710487003273
30,2015-03-17,6199,5324.348867132248,5520.9355,5420.680931947139,B,Y,-14.109552070781604,-10.938288433618332
30,2015-03-18,4779,4403.323240115279,5184.8794,4786.3041048475225,B,Y,-7.860990999889536,8.492977610378736
30,2015-03-19,4796,4858.594423013976,4791.2954,4825.616321947855,B,Y,1.3051380945366087,-0.09809424520433752
30,2015-03-20,3732,4221.2397090480745,4933.1226,4570.079036480503,B,Y,13.10931696270296,32.184421221864945
30,2015-03-21,3774,3538.978373247141,3672.7322,3604.5208881172334,B,Y,-6.227388096260174,-2.6833015368309505
30,2015-03-23,3536,3579.9797572323027,3926.9922,3750.024000020465,B,Y,1.2437714149406884,11.057471719457016
30,2015-03-24,4250,3475.83701759424,3596.9753,3535.1976195947154,B,Y,-18.21559958601788,-15.36528705882353
30,2015-03-25,3148,2591.235482531139,3887.3843,3226.37882911946,B,Y,-17.686293439290374,23.48743011435833
30,2015-03-26,3622,3078.01661718318,3551.529,3310.0488000775727,B,Y,-15.018867554302037,-1.945637769188294
30,2015-03-27,4190,2478.5647263854344,3863.44,3157.1861192658116,B,Y,-40.8457105874598,-7.79379474940334
30,2015-03-28,3955,3496.146823159846,3828.7727,3659.1413109306964,B,Y,-11.601850236160658,-3.19158786346397
30,2015-03-30,6654,5260.376965681496,6419.4004,5828.325655620434,B,Y,-20.944139379598802,-3.52569281635106
30,2015-03-31,6010,5184.401011322893,7049.455,6098.3212463847385,B,Y,-13.737087997955186,17.295424292845258
30,2015-04-01,6726,4782.650170466778,5823.922,5292.89780993875,B,Y,-28.893098863116588,-13.411804936068991
30,2015-04-02,6429,5984.346756311306,6757.8325,6363.372927661107,B,Y,-6.916367144014524,5.11483123347333
30,2015-04-04,4723,4869.589101439376,4841.1636,4855.65993846879,B,Y,3.1037285928303104,2.5018759263180153
30,2015-04-07,4117,4012.3376847557056,4175.3286,4092.2070593032327,B,Y,-2.542198572851455,1.4167743502550356
30,2015-04-08,3591,2769.29889292148,3992.393,3368.643716519229,B,Y,-22.882236343038713,11.17774993038151
30,2015-04-09,4324,3260.811582642108,3788.2322,3519.2600659131413,B,Y,-24.588076257120534,-12.390559666975024
30,2015-04-10,3491,2668.2752937785085,4032.3013,3336.680056216857,B,Y,-23.567021089128946,15.505623030650245
30,2015-04-11,3965,3668.256371220095,3389.5,3531.659205745459,B,Y,-7.484076387891679,-14.51450189155107
30,2015-04-13,5325,5376.208907084396,6818.2847,6082.8598971574775,B,Y,0.9616696166083725,28.042905164319254
30,2015-04-14,4830,5271.111079533037,5169.0576,5221.102478940264,B,Y,9.132734565901385,7.019826086956524
30,2015-04-15,3728,4388.237344180788,4841.704,4610.446650289381,B,Y,17.71022918939881,29.874034334763945
30,2015-04-16,4684,4847.917288419508,4595.9106,4724.428095443986,B,Y,3.4995151242422655,-1.880644748078562
30,2015-04-17,3749,4229.792365368528,4773.204,4496.076822479608,B,Y,12.824549623060241,27.319391837823414
30,2015-04-18,3362,3560.953452497361,3833.8894,3694.6984737207786,B,Y,5.917711258101161,14.03597263533611
30,2015-04-20,2974,3581.962642045838,3863.1155,3719.734142275724,B,Y,20.44259051936241,29.896284465366506
30,2015-04-21,3350,3461.723746635251,3360.235,3411.9918784190336,B,Y,3.3350372129925607,0.3055223880597053
30,2015-04-22,2946,2571.6931041629628,3363.6316,2959.7615572286477,B,Y,-12.705597278921834,14.176225390359814
30,2015-04-23,2987,3021.901210909912,3252.8154,3135.054584084926,B,Y,1.1684369236662924,8.89907599598259
30,2015-04-24,2528,2404.414349599153,3414.4531,2899.3570471253897,B,Y,-4.888672879780342,35.06539161392406
30,2015-04-25,3374,3369.871275449205,3096.079,3235.7066334303754,B,Y,-0.12236883671592001,-8.237136929460576
30,2015-04-27,5497,5033.555846297776,5547.747,5285.521581826742,B,Y,-8.430855988761579,0.9231762779698071
30,2015-04-28,6409,4927.745037913512,5189.0107,5055.771345332654,B,Y,-23.11210738159601,-19.03556405055391
30,2015-04-29,5303,4771.016401770724,5634.4443,5194.116340163591,B,Y,-10.03174803374083,6.25012822930417
30,2015-04-30,5996,5813.281012967263,6026.768,5917.894648044925,B,Y,-3.0473480158895354,0.5131420947298204
30,2015-05-02,5377,4804.115770861848,3468.6523,4149.707321231776,B,Y,-10.654346831656158,-35.490937325646264
30,2015-05-04,6822,5022.105165535912,6039.002,5520.408485241026,B,Y,-26.38368270982245,-11.477543242450889
30,2015-05-05,5511,4947.772051538546,5515.372,5225.909350227112,B,Y,-10.220068017808995,0.0793322446017111
30,2015-05-06,4469,4114.995281367516,5011.5645,4554.335244723223,B,Y,-7.9213407615234654,12.14062430073843
30,2015-05-07,5483,4611.309381061345,4576.4434,4594.224231891027,B,Y,-15.89805980190871,-16.533952215940175
30,2015-05-08,4399,4051.934314874797,5251.6963,4639.845851013028,B,Y,-7.889649582296042,19.383866787906335
30,2015-05-09,3869,3447.3656617322986,3632.4434,3538.058098031319,B,Y,-10.897760099966437,-6.11415352804342
30,2015-05-11,2989,3585.723096042552,3973.0554,3775.5250172893066,B,Y,19.96397109543499,32.92256273001004
30,2015-05-12,3829,3502.3917508424984,3498.2805,3500.3771414214384,B,Y,-8.529857643183641,-8.637229041525206
30,2015-05-13,3872,3882.259556221498,3942.016,3911.5416164063863,B,Y,0.264967877621329,1.8082644628099191
30,2015-05-15,4201,4773.214307801945,3723.716,4258.93550086848,B,Y,13.620907112638548,-11.361199714353727
30,2015-05-16,3510,3665.332654786615,3325.2856,3498.7016156159443,B,Y,4.425431760302421,-5.262518518518514
30,2015-05-18,5423,5391.862969457396,5635.5786,5511.289349447463,B,Y,-0.5741661542062402,3.9199446800663806
30,2015-05-19,5561,5322.190569842263,4538.5093,4938.168351345615,B,Y,-4.29436126879584,-18.386813522747715
30,2015-05-20,4472,4495.129540132341,4745.9277,4618.026525748242,B,Y,0.5172079636033405,6.125395796064405
30,2015-05-21,5019,4977.216775880876,4332.014,4661.05227009418,B,Y,-0.8325009786635503,-13.687706714484953
30,2015-05-22,4463,4408.509437520807,4816.843,4608.602468430506,B,Y,-1.2209402303202488,7.928366569572034
30,2015-05-23,3815,3617.465068795197,3638.7068,3627.8740157177385,B,Y,-5.177848786495488,-4.621053735255572
30,2015-05-26,4269,3752.666949144657,3553.3352,3654.989712914734,B,Y,-12.09494145831209,-16.764225814007965
30,2015-05-27,3802,2942.687040984504,3736.5437,3331.6954390349383,B,Y,-22.601603340754757,-1.721628090478691
30,2015-05-28,4391,3404.585400858004,4141.6147,3765.7470585948395,B,Y,-22.464463656160234,-5.679464814393074
30,2015-05-29,4039,2822.5166130896664,5001.8936,3890.46249575993,B,Y,-30.118429980448962,23.83990096558555
30,2015-05-30,4659,3779.697585295711,4757.3086,4258.749931116182,B,Y,-18.87320057317641,2.110079416183737
30,2015-06-01,6573,5455.29201377606,6003.2393,5723.799046638143,B,Y,-17.00453348887783,-8.668198691617219
30,2015-06-02,6062,5356.050451854973,5595.7695,5473.51841265374,B,Y,-11.645489081904103,-7.69103431210821
30,2015-06-03,5491,4509.959321746206,5366.26,4929.566755045455,B,Y,-17.866339068544782,-2.2717173556729153
30,2015-06-05,4684,4378.451595084894,5215.315,4788.534308174162,B,Y,-6.523236654891256,11.343189581554219
30,2015-06-06,3966,3748.181281654644,4182.24,3960.8802428156605,B,Y,-5.492151244209683,5.452344931921325
30,2015-06-08,3610,3804.398826887296,4103.5796,3951.004428735364,B,Y,5.385009055049746,13.67256509695291
30,2015-06-09,4171,3708.064436059319,3733.1091,3720.3369092931625,B,Y,-11.098910667482158,-10.498463198273793
30,2015-06-10,3295,2869.3206001795866,4003.3572,3425.0251546690497,B,Y,-12.918949918677193,21.497942336874047
30,2015-06-11,3635,3322.733287804123,3630.4792,3473.536008862549,B,Y,-8.590556043903083,-0.12436863823933372
30,2015-06-12,2779,2744.821153802047,3840.8152,3281.8839639988137,B,Y,-1.2298973083106561,38.20853544440446
30,2015-06-13,3277,3691.5087179828097,3552.9827,3623.627717386774,B,Y,12.649030149002433,8.421809581934697
30,2015-06-15,6066,5317.4511339664905,5928.434,5616.847080643709,B,Y,-12.340073624027523,-2.267820639630725
30,2015-06-16,5958,5220.018603391604,5191.947,5206.262858771893,B,Y,-12.386394706418189,-12.857552870090633
30,2015-06-17,4213,4383.15016669523,5148.9805,4758.425007252438,B,Y,4.038693726447423,22.216484690244474
30,2015-06-18,4482,4830.728961177147,4489.8477,4663.689141292805,B,Y,7.7806550909671275,0.17509370816600311
30,2015-06-19,3668,4251.495129064537,4682.301,4462.600118636786,B,Y,15.907718894889225,27.652699018538723
30,2015-06-20,3622,3625.477387770426,3500.477,3564.2242634815143,B,Y,0.0960073928886264,-3.3551352843732785
30,2015-06-22,3010,3672.915269362533,3652.2832,3662.8050710540147,B,Y,22.023763101745278,21.3383122923588
30,2015-06-23,3584,3571.846200234475,3310.6748,3443.866083335539,B,Y,-0.33911271667201554,-7.626261160714291
30,2015-06-24,3242,2735.276872575424,3398.7927,3060.415203502373,B,Y,-15.629954578179394,4.836295496607032
30,2015-06-25,3400,3176.711393113466,3265.9553,3220.44300241526,B,Y,-6.567311967251004,-3.942491176470586
30,2015-06-26,3190,2597.366382206591,3644.8628,3110.66421604315,B,Y,-18.577856357160158,14.259021943573662
30,2015-06-27,3822,3526.722577109818,3237.8928,3385.1892062842912,B,Y,-7.725730583207277,-15.282762951334378
30,2015-06-29,6701,5122.834784846244,5752.975,5431.618282295414,B,Y,-23.551189600861907,-14.147515296224439
30,2015-06-30,6456,5021.9884428249925,6157.3374,5578.336083224718,B,Y,-22.212074925263437,-4.62612453531598
30,2015-07-01,4903,4158.482935026849,5241.6626,4689.266397616392,B,Y,-15.184928920521127,6.907252702427079
30,2015-07-02,4277,4601.098747414387,4599.0596,4600.099517314027,B,Y,7.577712120981686,7.530035071311659
30,2015-07-03,3684,4030.376750074883,4435.6865,4228.9880418515695,B,Y,9.402191912999,20.404085233441904
30,2015-07-04,2919,3416.3115722159832,3093.8232,3258.2846996805692,B,Y,17.037052833709602,5.989146968139767
30,2015-07-06,3764,3483.517231382031,3691.4255,3585.397163480625,B,Y,-7.45172073905338,-1.9281216790648295
30,2015-07-07,3226,3398.591876830621,3431.2397,3414.5900765644424,B,Y,5.350027180118444,6.362048977061378
30,2015-07-08,4042,2589.1828268507534,3173.872,2875.694246791845,B,Y,-35.943027539565726,-21.4776843146957
30,2015-07-09,3707,3047.278229417356,3503.5806,3270.877102326105,B,Y,-17.796648788309785,-5.487439978419213
30,2015-07-10,3297,2498.1658357523534,3573.6362,3025.1715600168986,B,Y,-24.229122361166112,8.390542917804062
30,2015-07-11,3567,3444.101100564925,3191.96,3320.5460424829344,B,Y,-3.4454415316813787,-10.514157555368655
30,2015-07-13,5312,5081.185727691861,6138.162,5599.128912772434,B,Y,-4.345148198571897,15.55274849397591
30,2015-07-14,5691,5011.716545288852,4589.878,4805.005755784045,B,Y,-11.936100065210823,-19.34848005622914
30,2015-07-15,4412,4220.267655984754,4800.225,4504.460368574385,B,Y,-4.345701360273025,8.799297370806897
30,2015-07-16,4520,4687.760611823986,4264.1533,4480.183085196622,B,Y,3.7115179607076643,-5.660325221238939
30,2015-07-17,3033,4151.29827491204,4356.596,4251.898979400565,B,Y,36.87102785730432,43.639828552588185
30,2015-07-18,3335,3569.834432349676,3080.9758,3330.2822269435846,B,Y,7.041512214383083,-7.61691754122938
30,2015-07-20,3405,3679.3619194011726,3535.0747,3608.657794870669,B,Y,8.057618778301693,3.8201086637298127
30,2015-07-21,3627,3611.144072849424,3253.6843,3435.980393078726,B,Y,-0.4371636931507033,-10.292685414943483
30,2015-07-22,3094,2821.727717946792,3267.7039,3040.2665160773254,B,Y,-8.800009116134715,5.614217840982546
30,2015-07-23,3364,3281.400584100815,3186.596,3234.9441124316954,B,Y,-2.455392862639263,-5.273602853745541
30,2015-07-24,2722,2739.557434790347,3338.731,3033.166546850242,B,Y,0.6450196469635228,22.65727406318884
30,2015-07-25,2513,3671.488948695038,3232.8682,3456.554485572763,B,Y,46.09983878611372,28.645769996020686
30,2015-07-27,5235,5267.664993290298,5559.0986,5410.47430174253,B,Y,0.6239731287545043,6.190995224450817
30,2015-07-28,4925,5179.862038249447,4328.243,4762.5487184499825,B,Y,5.174863720800961,-12.11689340101522
30,2015-07-29,4551,4373.3793041874815,4377.8423,4375.566276900776,B,Y,-3.902893777466898,-3.804827510437261
30,2015-07-30,4881,4808.310993643757,4314.438,4566.301633495555,B,Y,-1.4892236499947393,-11.607498463429623
30,2015-07-31,4776,4246.728593817199,5307.039,4766.30558276241,B,Y,-11.081897114380256,11.118907035175875
251,2015-01-02,19185,18954.17847981696,16728.96,17863.769189531067,A,X,-1.2031353671255614,-12.801876465989059
251,2015-01-03,15906,20299.711586713423,17968.885,19157.551844984722,A,X,27.62298243878677,12.969225449515895
251,2015-01-05,24591,24043.533094456056,20685.346,22397.942587489622,A,X,-2.2262897220281586,-15.88245292993371
251,2015-01-06,22840,21926.922153608462,21545.613,21740.07171742122,A,X,-3.997713863360498,-5.6671935201401
251,2015-01-07,19412,20497.020245367527,20553.236,20524.567284756093,A,X,5.589430483038979,5.879023284566252
251,2015-01-08,16425,19962.136894364125,20150.916,20054.643087560107,A,X,21.535080026570014,22.684420091324206
251,2015-01-09,17088,19692.80304790032,17357.572,18548.485016798935,A,X,15.24346352937922,1.5775514981273413
251,2015-01-10,16535,17455.614323434827,16654.777,17063.18523595356,A,X,5.567670537858043,0.7243846386452871
251,2015-01-12,22106,21668.51770489686,18681.854,20204.98238002076,A,X,-1.9790206057321014,-15.489667963448841
251,2015-01-13,19754,19815.69481623521,19336.74,19580.995713209155,A,X,0.3123155625959762,-2.1122810570011055
251,2015-01-14,18980,18662.509513673387,17726.97,18204.07319095198,A,X,-1.6727633631539138,-6.601844046364588
251,2015-01-15,19632,18412.08092461472,17801.125,18112.69817986514,A,X,-6.213931720585176,-9.325972901385493
251,2015-01-16,19744,18429.71882614433,18429.305,18429.516041619383,A,X,-6.656610483466725,-6.658706442463531
251,2015-01-17,19201,16476.841179793722,17878.95,17163.907415047386,A,X,-14.187588251686254,-6.885318472996195
251,2015-01-19,15903,16799.50707032161,16471.316,16638.685741848287,A,X,5.637345597193056,3.5736401936741427
251,2015-01-20,14908,15195.517757253738,15787.152,15485.43242432717,A,X,1.9286138801565451,5.89718272068688
251,2015-01-21,15624,14271.47181638537,14044.621,14160.309591220004,A,X,-8.656734406135621,-10.108672555043528
251,2015-01-22,15416,14227.404358953432,15978.621,15085.541621438106,A,X,-7.710142975133419,3.649591333679289
251,2015-01-23,15429,14426.101195132083,16404.625,15395.624303738135,A,X,-6.50008947351038,6.323319722600298
251,2015-01-24,14945,17059.6138181867,17237.342,17146.704799298266,A,X,14.14930624413984,15.338521244563402
251,2015-01-26,20676,22037.063681976197,17188.209,19661.011064928003,A,X,6.582819123506464,-16.868789901334885
251,2015-01-27,20006,20500.76953708152,18489.18,19515.043443499908,A,X,2.4731057536814953,-7.581825452364289
251,2015-01-28,18790,19616.310141457638,18152.467,18898.99263962834,A,X,4.397605861935272,-3.392937732836612
251,2015-01-29,18212,19585.01439503032,18978.002,19287.56407234821,A,X,7.539064325885795,4.2060289918734926
251,2015-01-30,18748,19771.44729020618,19208.334,19495.508559383314,A,X,5.458967837668973,2.4553765735011677
251,2015-01-31,20099,17937.228286236495,19174.363,18543.453336701597,A,X,-10.755618258438252,-4.600412955868445
251,2015-02-02,25589,22787.34336341282,22552.885,22672.453261623086,A,X,-10.948675745778187,-11.864922427605617
251,2015-02-03,22452,21164.64844943344,20986.635,21077.417680491584,A,X,-5.733794541985391,-6.526656867985042
251,2015-02-04,20891,20183.17415705528,20397.756,20288.324297230658,A,X,-3.3881855485363057,-2.3610358527595556
251,2015-02-05,18702,20047.63522078036,20570.297,20303.751761653835,A,X,7.195140737783986,9.98982461768794
251,2015-02-06,20313,20125.91031495823,19529.305,19833.5597058091,A,X,-0.9210342393628232,-3.85809580071875
251,2015-02-07,19746,18182.744790078723,18206.336,18194.30503672442,A,X,-7.916819659279232,-7.797346297984404
251,2015-02-09,16162,18392.11084429059,17325.355,17869.3754393712,A,X,13.798483135073566,7.198088107907434
251,2015-02-10,16538,16675.52199858483,16230.14,16457.27436430177,A,X,0.831551569626501,-1.8615310194703143
251,2015-02-11,16706,15609.894929138449,16639.742,16114.54416867448,A,X,-6.56114612032534,-0.3966119956901809
251,2015-02-12,16182,15401.670095869733,16738.107,16056.555550651878,A,X,-4.822209270363782,3.436577678902484
251,2015-02-13,17870,15419.99413524907,17144.512,16265.048370617042,A,X,-13.710161526306269,-4.059809736989374
251,2015-02-14,18889,17863.583336735184,18184.002,18020.596003299812,A,X,-5.42864451937538,-3.7323203981153035
251,2015-02-16,25000,22455.646484835124,21029.312,21756.709105235757,A,X,-10.177414060659503,-15.882751999999995
251,2015-02-17,20306,20734.397516362027,20509.766,20624.322800304344,A,X,2.109709033596115,1.0034768048852538
251,2015-02-18,19761,19677.051454544817,18994.064,19342.3715692485,A,X,-0.4248193181275401,-3.881058650878
251,2015-02-19,19374,19488.98653534775,18646.805,19076.297813507743,A,X,0.5935095248670939,-3.753458243006089
251,2015-02-20,17035,19537.97189698293,19214.014,19379.224922815825,A,X,14.693113571957323,12.79139418843557
251,2015-02-21,16518,17587.84131917069,16527.62,17068.30798495266,A,X,6.476821159769279,0.0582394963070528
251,2015-02-23,14801,17845.43756682873,16059.717,16970.39257075949,A,X,20.56913429382291,8.504269981757993
251,2015-02-24,15824,16179.579163663106,14729.442,15468.977912689696,A,X,2.2470877380125485,-6.917075328614768
251,2015-02-25,16085,15179.203998336658,15295.376,15236.13100619399,A,X,-5.63130868301736,-4.9090705626359945
251,2015-02-26,17626,15047.87705777482,16309.961,15666.32781584878,A,X,-14.626818008766481,-7.466464314081474
251,2015-02-27,17580,15151.630221832,18037.29,16565.671251626765,A,X,-13.813252435540388,2.6011945392491516
251,2015-02-28,20774,17686.259844651016,18880.875,18271.6493133813,A,X,-14.863483947958908,-9.112953692115145
251,2015-03-02,24866,22464.29636788067,22314.414,22390.850489253702,A,X,-9.658584541620405,-10.261344808171797
251,2015-03-03,22511,20831.881194815796,20608.215,20722.2795089759,A,X,-7.459103572405507,-8.452689796099683
251,2015-03-04,19008,19857.48266975157,20783.389,20311.198506463683,A,X,4.469079701975858,9.340219907407404
251,2015-03-05,20959,19744.32896812845,19176.209,19465.936847596022,A,X,-5.795462721845262,-8.506088076721223
251,2015-03-06,19573,19858.34043764386,20730.791,20285.86169325852,A,X,1.4578267901898498,5.915245491237935
251,2015-03-07,19124,17961.76610036168,17777.305,17871.37583111168,A,X,-6.07735776844969,-7.041910688140556
251,2015-03-09,17266,18289.63299679476,16644.535,17483.49636104146,A,X,5.928605332994095,-3.5993571180354462
251,2015-03-10,16779,16639.530265573892,16014.459,16333.230672408285,A,X,-0.8312160106448991,-4.55653495440729
251,2015-03-11,16523,15642.447845478922,15979.17,15807.44960547018,A,X,-5.329251071361603,-3.2913514494946434
251,2015-03-12,16881,15502.6561565972,16185.605,15837.317121527565,A,X,-8.1650603838801,-4.119394585628816
251,2015-03-13,17211,15587.143442566976,17115.17,16335.912324877172,A,X,-9.434992489878706,-0.5567950729184925
251,2015-03-14,17607,18093.197973801263,17715.326,17908.03183640452,A,X,2.7613902073110883,0.6152439370704886
251,2015-03-16,24561,22791.650700908853,21054.195,21940.256622118424,A,X,-7.203897638903739,-14.27794063759619
251,2015-03-17,21126,21111.290630282096,20582.484,20852.162968142693,A,X,-0.06962685656491686,-2.572735018460663
251,2015-03-18,19790,20086.184957577152,20640.73,20357.925045853608,A,X,1.4966395026637298,4.298787266296107
251,2015-03-19,19932,19921.32658923885,18429.234,19190.16619486418,A,X,-0.05354912081651747,-7.539464178205899
251,2015-03-20,18722,19984.22980946702,18995.621,19499.788286048613,A,X,6.741960311222191,1.4614944984510159
251,2015-03-21,17659,18038.44402972593,17794.777,17919.041465276896,A,X,2.1487288619170486,0.768882722690969
251,2015-03-23,17035,18279.53727273036,16916.729,17611.729228287957,A,X,7.305766203289453,-0.6942823598473767
251,2015-03-24,16433,16593.433351689186,16428.768,16512.74346397764,A,X,0.9762876631727966,-0.025753057871356237
251,2015-03-25,16195,15566.279447571193,16015.925,15786.616323321225,A,X,-3.8821892709404593,-1.1057425131213383
251,2015-03-26,17128,15402.644152219402,16389.158,15886.059095233955,A,X,-10.073305977233758,-4.313650163475015
251,2015-03-27,16697,15469.461826111936,17696.11,16560.571700053566,A,X,-7.351848678733091,5.983769539438226
